Index,yummy,convenient,spicy,fattening,greasy,fast,cheap,tasty,expensive,healthy,disgusting,Like,Age,VisitFrequency,Gender
567,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,-3,46,Once a year,Female
568,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,I love it!+5,44,Once a week,Male
569,No,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,I hate it!-5,55,Once a year,Female
570,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,3,63,More than once a week,Male
571,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,1,58,Every three months,Male
572,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,4,18,Once a month,Male
573,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,0,60,Every three months,Male
574,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,I hate it!-5,63,Once a year,Female
575,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,3,30,Once a month,Female
576,No,Yes,No,Yes,Yes,No,No,No,Yes,No,No,I hate it!-5,67,Never,Female
577,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,I hate it!-5,65,Never,Female
578,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,3,61,Once a month,Female
579,No,Yes,No,Yes,No,Yes,No,Yes,No,No,No,2,52,Once a week,Male
580,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,-3,23,Once a year,Female
581,No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,-4,41,Every three months,Female
582,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,0,57,Every three months,Male
583,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,0,46,Once a year,Female
584,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,-2,36,Every three months,Male
585,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,I hate it!-5,54,Never,Male
586,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,2,37,Once a month,Male
587,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,I love it!+5,33,Once a week,Female
588,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,3,26,Once a week,Male
589,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,4,27,Once a week,Male
590,No,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,I hate it!-5,34,Once a year,Male
591,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,2,49,Once a month,Male
592,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,3,34,Once a week,Female
593,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,3,37,Once a month,Female
594,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,-4,62,Once a year,Male
595,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,2,54,Once a month,Male
596,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,-3,37,Once a year,Female
597,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,1,57,Every three months,Male
598,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,-1,48,Every three months,Male
599,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,I hate it!-5,59,Never,Female
600,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,4,52,Once a month,Female
601,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,1,36,Every three months,Female
602,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,-3,35,Every three months,Male
603,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-4,43,Once a year,Male
604,No,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,-4,60,Never,Female
605,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,-3,32,Never,Female
606,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,4,62,Once a week,Male
607,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,4,45,Once a month,Male
608,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,4,45,Once a month,Male
609,No,No,No,No,No,No,No,No,Yes,No,Yes,I hate it!-5,34,Once a month,Male
610,No,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,I hate it!-5,55,Once a year,Male
611,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,-1,36,Every three months,Male
612,No,Yes,No,No,No,Yes,Yes,No,No,No,No,0,29,Once a year,Male
613,No,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,I hate it!-5,64,Once a month,Female
614,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,-3,66,Once a month,Female
615,No,Yes,No,Yes,No,Yes,No,Yes,No,No,No,3,49,Once a month,Female
616,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,2,25,Every three months,Female
617,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,2,58,Once a month,Female
618,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,2,56,Once a year,Female
619,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,3,29,Every three months,Female
620,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,-1,70,Once a year,Female
621,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,-3,37,Every three months,Female
622,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,2,38,Once a week,Male
623,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,0,59,Once a year,Female
624,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,-3,20,Every three months,Female
625,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,I love it!+5,69,Once a month,Female
626,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,1,66,Once a month,Female
627,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,2,53,Once a month,Female
628,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,I hate it!-5,60,Never,Female
629,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,3,38,Once a week,Female
630,No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,0,34,Every three months,Female
631,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,2,45,Every three months,Female
632,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,3,30,Every three months,Male
633,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,I hate it!-5,38,Never,Male
634,Yes,Yes,No,No,No,Yes,No,No,No,No,No,1,55,Once a month,Male
635,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,2,35,Once a month,Female
636,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,-3,49,Once a year,Female
637,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,0,60,Once a year,Female
638,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,-2,48,Every three months,Female
639,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,2,43,Once a month,Female
640,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,-4,39,Once a year,Male
641,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,0,23,Once a week,Male
642,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,4,51,Once a month,Female
643,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,I hate it!-5,21,Never,Female
644,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,0,70,Once a year,Female
645,No,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,I hate it!-5,56,Once a year,Male
646,No,No,No,Yes,No,No,No,No,Yes,No,Yes,-1,33,Once a year,Female
647,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,3,58,Every three months,Male
648,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,3,23,Once a month,Female
649,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,0,63,Every three months,Female
650,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,2,33,Once a month,Female
651,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,1,51,Once a year,Female
652,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,I love it!+5,27,Once a month,Male
653,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,2,51,Once a month,Male
654,No,No,No,No,No,No,No,No,No,No,No,-3,69,Never,Male
655,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,2,59,Every three months,Female
656,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,3,40,Once a month,Male
657,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,I love it!+5,20,Once a month,Female
658,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,I hate it!-5,28,Never,Male
659,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,1,31,Once a month,Male
660,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,2,32,Every three months,Female
661,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,3,34,Once a week,Female
662,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,-3,62,Once a week,Male
663,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,0,33,Every three months,Female
664,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,-1,51,Once a month,Female
665,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,4,36,Every three months,Male
666,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,4,22,Once a month,Female
667,No,No,No,No,No,No,No,No,Yes,No,Yes,I hate it!-5,51,Never,Female
668,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,I hate it!-5,42,Never,Male
669,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,2,24,Once a month,Male
670,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,3,18,Once a month,Male
671,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,I hate it!-5,26,Once a year,Female
672,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,0,57,Never,Male
673,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,1,59,Once a week,Male
674,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,0,38,Every three months,Female
675,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,I love it!+5,26,More than once a week,Female
676,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,2,31,Once a month,Male
677,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,2,27,Once a year,Female
678,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,-3,55,Never,Male
679,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,4,47,More than once a week,Male
680,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,-4,52,Never,Male
681,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,I love it!+5,58,Once a week,Male
682,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,2,30,Every three months,Female
683,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,-1,38,Every three months,Female
684,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,4,49,Once a week,Female
685,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,3,37,Once a month,Male
686,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,3,39,Once a month,Male
687,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,4,60,Once a week,Male
688,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,3,50,Once a week,Male
689,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,4,25,Once a week,Male
690,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,-4,64,Never,Male
691,No,No,No,Yes,No,No,No,No,Yes,No,Yes,-3,62,Once a year,Male
692,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,-2,37,Once a year,Male
693,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,No,2,68,Every three months,Male
694,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,2,24,Once a month,Female
695,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,1,26,Once a week,Male
696,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,2,49,Once a month,Female
697,No,Yes,No,No,No,No,No,No,Yes,No,No,-2,43,Once a week,Male
698,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,4,53,Once a month,Female
699,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,2,41,Once a month,Male
700,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,I hate it!-5,35,Every three months,Female
701,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,I hate it!-5,60,Never,Male
702,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,2,35,Once a week,Male
703,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,0,54,Every three months,Male
704,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,4,23,Once a week,Female
705,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,0,41,Once a year,Female
706,No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,I hate it!-5,57,Once a year,Female
707,No,No,No,Yes,No,Yes,Yes,No,No,No,Yes,I hate it!-5,64,Never,Female
708,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,2,59,Once a month,Female
709,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,4,38,Once a month,Female
710,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,1,66,Every three months,Male
711,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,4,49,Once a week,Female
712,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,0,48,Every three months,Female
713,No,Yes,No,Yes,Yes,No,No,No,Yes,No,No,I hate it!-5,63,Once a year,Female
714,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,1,64,Every three months,Female
715,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,-1,56,Every three months,Female
716,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,3,24,More than once a week,Female
717,No,No,No,Yes,No,Yes,Yes,No,No,No,Yes,0,57,Once a year,Female
718,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,-4,59,Once a year,Male
719,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,4,39,Once a month,Female
720,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,I love it!+5,37,Once a week,Female
721,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,0,65,Once a year,Male
722,No,Yes,No,Yes,No,Yes,No,No,No,No,Yes,I hate it!-5,55,Every three months,Male
723,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,-2,34,Once a year,Female
724,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,1,31,Once a week,Female
725,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,0,23,Once a month,Female
726,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,0,42,Once a month,Female
727,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,1,31,Once a year,Male
728,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,1,32,Once a month,Female
729,No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,0,49,Every three months,Female
730,No,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,0,59,Once a month,Male
731,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,I love it!+5,21,More than once a week,Female
732,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,3,25,Once a month,Female
733,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,2,24,Once a month,Male
734,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,I hate it!-5,58,Never,Male
735,No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,0,54,Every three months,Male
736,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,I hate it!-5,62,Never,Male
737,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,3,31,Once a month,Male
738,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,21,Once a month,Female
739,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,2,48,Once a month,Male
740,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,0,30,Every three months,Female
741,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,2,36,Once a week,Female
742,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,2,21,Every three months,Female
743,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,2,63,Every three months,Female
744,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,1,33,Once a week,Male
745,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,I love it!+5,18,Once a week,Female
746,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,2,20,Once a month,Male
747,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,0,56,Once a month,Female
748,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,3,38,Every three months,Female
749,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,1,43,Every three months,Male
750,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,0,18,Every three months,Male
751,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,3,19,Once a week,Male
752,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,-2,43,Every three months,Male
753,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,I hate it!-5,50,Never,Male
754,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,-3,54,Once a month,Female
755,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,2,23,Once a week,Male
756,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,0,40,Every three months,Male
757,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,2,52,Every three months,Female
758,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,0,35,Every three months,Male
759,No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,1,41,Once a month,Male
760,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-4,60,Once a year,Male
761,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,3,66,Every three months,Female
762,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,-1,45,Every three months,Male
763,No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,I hate it!-5,39,Once a month,Male
764,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,1,49,Once a year,Female
765,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,1,58,Once a month,Female
766,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No,3,32,Every three months,Female
767,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,3,34,Once a month,Female
768,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,-2,50,Once a month,Female
769,No,Yes,No,Yes,No,Yes,No,No,No,No,Yes,I hate it!-5,58,Never,Female
770,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,-3,34,Once a year,Female
771,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,3,53,Every three months,Female
772,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,3,46,Once a month,Male
773,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,No,0,54,Once a year,Female
774,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,4,29,Once a month,Male
775,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,4,38,Once a month,Female
776,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,2,52,Every three months,Female
777,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,1,32,Once a month,Female
778,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,2,65,Once a month,Female
779,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,0,44,Every three months,Male
780,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,No,-1,42,Once a month,Male
781,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,4,37,Once a month,Female
782,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,No,0,24,More than once a week,Male
783,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,0,69,Never,Female
784,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,0,39,Once a month,Male
785,Yes,No,No,No,No,Yes,No,Yes,No,Yes,No,4,55,Once a month,Male
786,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,2,47,Every three months,Female
787,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,I love it!+5,46,Once a month,Female
788,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,0,63,Every three months,Female
789,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,-4,64,Never,Female
790,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,3,34,Every three months,Female
791,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-2,30,Once a week,Male
792,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,2,37,Once a year,Female
793,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,4,48,Once a month,Male
794,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,3,32,Once a month,Female
795,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,-1,24,Once a year,Female
796,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,4,65,Every three months,Male
797,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,-3,64,Every three months,Male
798,No,Yes,No,No,No,Yes,No,No,No,No,No,0,64,Every three months,Male
799,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,2,50,Once a month,Male
800,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,2,55,Once a month,Male
801,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,-2,70,Once a year,Male
802,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,-2,35,Never,Female
803,No,No,No,No,No,No,No,No,No,No,No,I hate it!-5,24,Never,Male
804,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,I hate it!-5,18,Once a year,Male
805,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,4,30,Once a month,Female
806,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,-3,59,Once a year,Male
807,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,3,64,Once a month,Male
808,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,-3,62,Once a year,Male
809,No,Yes,No,Yes,No,No,No,No,Yes,No,No,-3,63,Once a year,Female
810,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,3,36,Once a week,Male
811,No,Yes,No,Yes,Yes,No,No,No,Yes,No,No,0,32,Every three months,Male
812,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,No,I love it!+5,61,Once a week,Female
813,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,4,42,Once a week,Female
814,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,I love it!+5,43,Once a month,Female
815,No,Yes,No,Yes,No,No,No,No,No,No,No,0,44,Once a year,Female
816,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,2,19,Once a week,Male
817,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,1,53,Every three months,Female
818,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,2,32,Every three months,Male
819,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,0,52,Once a month,Female
820,No,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,-3,60,Never,Male
821,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,-1,53,Every three months,Female
822,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,I hate it!-5,33,Once a year,Female
823,Yes,No,Yes,No,No,No,No,No,Yes,Yes,No,I love it!+5,40,Once a month,Female
824,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,-2,63,Once a year,Male
825,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,3,47,Once a week,Male
826,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,3,25,Once a month,Female
827,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,-3,38,Every three months,Male
828,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,I love it!+5,28,Once a week,Female
829,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,0,57,Once a year,Male
830,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,4,56,Once a week,Female
831,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,3,35,Every three months,Male
832,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,-3,62,Once a year,Male
833,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,1,37,Every three months,Female
834,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,1,63,Once a week,Male
835,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,1,57,Once a year,Male
836,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,-1,53,Once a year,Female
837,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,2,49,Once a week,Female
838,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,1,56,Never,Male
839,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,1,50,Once a month,Male
840,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,4,59,Once a year,Female
841,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,I love it!+5,32,Once a month,Female
842,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,4,44,Once a month,Female
843,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,1,34,Once a month,Female
844,No,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,0,51,Once a year,Female
845,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,1,33,Once a month,Male
846,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,2,36,Once a month,Female
847,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,3,24,More than once a week,Female
848,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,3,42,Once a month,Female
849,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,I hate it!-5,45,Never,Male
850,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,0,48,Every three months,Female
851,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,I love it!+5,34,More than once a week,Female
852,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,I love it!+5,28,Once a week,Female
